mcu,filename,n_samples,n_windows,ambient_temperature,actual_soh,predicted_soh,std_soh,error,abs_pct_error,temp_label,soh_band
mcu7,mcu7/2025-03-02_15.13.51 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3081,1,24.98184585571289,0.8371634114583333,0.8432967662811279,0.0,0.0061333548227946455,0.732635318128677,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-03_12.23.25 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3143,1,25.004497528076172,0.8540389539930555,0.8594443202018738,0.0,0.005405366208818263,0.6329179932069253,reference (23-27C),SoH > 85%
mcu7,mcu7/2025-03-03_17.20.41 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3085,1,25.013113021850586,0.8381975911458334,0.8447275757789612,0.0,0.006529984633127817,0.7790507515299815,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-03_23.10.26 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3074,1,25.006450653076172,0.8353001844618055,0.8410770297050476,0.0,0.005776845243242068,0.6915891257661055,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-04_04.13.26 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3053,1,25.00641441345215,0.8296566840277778,0.8357928991317749,0.0,0.006136215103997089,0.7396089517663238,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-04_09.04.47 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3033,1,24.990232467651367,0.8241467013888889,0.8305832743644714,0.0,0.006436572975582533,0.7809984514571656,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-04_13.49.36 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3016,1,25.00058364868164,0.8194108615451389,0.8255690932273865,0.0,0.006158231682247606,0.7515438190110404,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-04_18.29.54 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,2999,1,25.00585174560547,0.8149184027777778,0.821010947227478,0.0,0.006092544449700199,0.7476263180378306,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-04_23.09.10 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,2985,1,24.988269805908203,0.8111196831597223,0.8169091939926147,0.0,0.005789510832892475,0.7137677648678671,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-05_03.47.18 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,2970,1,25.0032901763916,0.8070618489583333,0.8129050135612488,0.0,0.005843164602915452,0.7240045617888103,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-05_08.25.34 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,2952,1,24.98516082763672,0.8021652560763889,0.8080087900161743,0.0,0.005843533939785428,0.7284700871199236,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-06_10.48.44 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3017,1,25.008691787719727,0.8197418619791667,0.8248703479766846,0.0,0.0051284859975179176,0.6256220690176556,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-06_15.49.35 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,2953,1,25.018217086791992,0.8025059678819444,0.8074798583984375,0.0,0.004973890516493107,0.6197948321332372,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-06_20.53.03 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,2925,1,25.003376007080078,0.7946522894965278,0.7990617752075195,0.0,0.004409485710991756,0.5548949860555361,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-07_01.54.19 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,2905,1,25.009063720703125,0.7892278645833334,0.7933729887008667,0.0,0.0041451241175333164,0.5252125911344631,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-07_06.48.22 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,2882,1,25.00349235534668,0.7830896267361112,0.7869740724563599,0.0,0.003884445720248708,0.49604101339446105,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-07_11.41.09 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,2862,1,24.99672508239746,0.7775165473090278,0.7809650301933289,0.0,0.0034484828843011073,0.44352533669363703,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-07_16.31.44 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,2840,1,25.00448989868164,0.7716423611111111,0.7742472887039185,0.0,0.0026049275928073934,0.3375822432890387,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-07_21.22.42 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,2820,1,24.99917221069336,0.7661548394097222,0.7683063745498657,0.0,0.0021515351401435456,0.28082249559386435,reference (23-27C),SoH 75-85%
mcu7,mcu7/2025-03-08_02.09.26 Aging_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,2796,1,24.992141723632812,0.7597209743923611,0.7612007856369019,0.0,0.001479811244540774,0.1947835184785249,reference (23-27C),SoH 75-85%
mcu7,mcu7/ChDch1 2024-09-05_13.20.24 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3524,1,25.00688934326172,0.9577389322916666,0.9429290294647217,0.0,-0.014809902826944943,1.5463402737015168,reference (23-27C),SoH > 85%
mcu7,mcu7/ChDch1 2024-10-21_23.00.45 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3496,1,25.001386642456055,0.9501216362847222,0.9345598816871643,0.0,-0.01556175459755793,1.637869721440019,reference (23-27C),SoH > 85%
mcu7,mcu7/ChDch2 2024-09-05_19.54.04 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3524,1,25.010210037231445,0.9578211805555555,0.943038284778595,0.0,-0.01478289577696057,1.543387855380917,reference (23-27C),SoH > 85%
mcu7,mcu7/ChDch2 2024-10-22_05.34.23 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3502,1,25.00166893005371,0.9518793402777778,0.9359149932861328,0.0,-0.01596434699164495,1.677139771411178,reference (23-27C),SoH > 85%
mcu7,mcu7/ChDch3 2024-09-06_02.26.51 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3522,1,25.0057315826416,0.9573654513888888,0.9429978728294373,0.0,-0.014367578559451588,1.5007412831336204,reference (23-27C),SoH > 85%
mcu7,mcu7/ChDch3 2024-10-22_12.07.46 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,3504,1,25.001039505004883,0.9524682074652778,0.936558187007904,0.0,-0.015910020457373775,1.6703991096683166,reference (23-27C),SoH > 85%
mcu7,mcu7/ChDch4 2024-09-06_09.00.05 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,104864,7,24.992084503173828,0.9569646204534992,0.8938411474227905,0.034970153123140335,-0.06312347303070864,6.596218050443166,reference (23-27C),SoH > 85%
mcu7,mcu7/ChDch4 2024-10-22_18.41.15 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,104445,7,25.018495559692383,0.952417594072593,0.8924030065536499,0.03519918769598007,-0.06001458751894306,6.301289255096306,reference (23-27C),SoH > 85%
mcu7,mcu7/HPPC 2024-09-15_16.21.33 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1_1.hdf,39386,7,24.998416900634766,0.950664214728575,0.9419756531715393,0.006933947093784809,-0.008688561557035679,0.9139464200318467,reference (23-27C),SoH > 85%
mcu7,mcu7/HPPC 2024-09-15_16.21.33 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1_2.hdf,39386,7,40.0051383972168,0.9504760062447515,0.9439419507980347,0.012876815162599087,-0.006534055446716813,0.687450856601031,extreme (<-10 or >10C),SoH > 85%
mcu7,mcu7/HPPC 2024-09-15_16.21.33 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1_3.hdf,39173,7,9.991884231567383,0.9503249742499681,0.9401053190231323,0.007351894862949848,-0.010219655226835767,1.0753853159443167,moderate (-10 to 10C),SoH > 85%
mcu7,mcu7/HPPC 2024-09-15_16.21.33 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1_4.hdf,38849,7,-0.013430365361273289,0.9502137886527113,0.942217230796814,0.005319511983543634,-0.007996557855897368,0.8415535484109871,moderate (-10 to 10C),SoH > 85%
mcu7,mcu7/HPPC 2024-09-15_16.21.33 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1_5.hdf,38594,7,-4.995616912841797,0.9501451193614673,0.9406646490097046,0.004661471117287874,-0.009480470351762693,0.9977918276456464,moderate (-10 to 10C),SoH > 85%
mcu7,mcu7/HPPC 2024-10-30_19.31.14 7 Zelltester_1_1.hdf,39386,7,25.011892318725586,0.9420698466138089,0.9406675696372986,0.0074005210772156715,-0.0014022769765102971,0.1488506379384357,reference (23-27C),SoH > 85%
mcu7,mcu7/HPPC 2024-10-30_19.31.14 7 Zelltester_1_2.hdf,39386,7,39.99489974975586,0.9407176124649634,0.9409580230712891,0.011720878072082996,0.00024041060632562505,0.025556086453582694,extreme (<-10 or >10C),SoH > 85%
mcu7,mcu7/HPPC 2024-10-30_19.31.14 7 Zelltester_1_3.hdf,39174,7,9.985984802246094,0.9392936840181283,0.9381588697433472,0.007240612525492907,-0.0011348142747811263,0.12081570376653618,moderate (-10 to 10C),SoH > 85%
mcu7,mcu7/HPPC 2024-10-30_19.31.14 7 Zelltester_1_4.hdf,38739,7,-0.03854461386799812,0.9377999463256896,0.9407134652137756,0.005403891671448946,0.0029135188880859975,0.31067594954565697,moderate (-10 to 10C),SoH > 85%
mcu7,mcu7/HPPC 2024-10-30_19.31.14 7 Zelltester_1_5.hdf,38444,7,-10.016013145446777,0.9362382844400331,0.9357571005821228,0.004538093227893114,-0.0004811838579102945,0.05139544770892295,extreme (<-10 or >10C),SoH > 85%
mcu7,mcu7/HPPC 2024-10-30_19.31.14 7 Zelltester_1_6.hdf,37846,7,-19.943037033081055,0.934610583413545,0.9316626191139221,0.006714534480124712,-0.0029479642996228517,0.31542166886830997,extreme (<-10 or >10C),SoH > 85%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_1.hdf,2889,1,25.007606506347656,0.7848388671875,0.7889837622642517,0.0,0.004144895076751753,0.5281205162029173,reference (23-27C),SoH 75-85%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_10.hdf,4728,2,24.97817611694336,0.7227694962695493,0.7118797302246094,0.009563148021697998,-0.010889766044939964,1.5066720581244257,reference (23-27C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_11.hdf,19290,7,-0.003985181450843811,0.7204961730643193,0.7188605070114136,0.0288237314671278,-0.001635666052905771,0.22701939497460086,moderate (-10 to 10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_12.hdf,8952,4,-0.015743758529424667,0.7184099859634169,0.710635781288147,0.014482562430202961,-0.007774204675269902,1.0821403971500172,moderate (-10 to 10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_13.hdf,3909,1,0.003482636995613575,0.7164822896523858,0.7287964820861816,0.0,0.012314192433795834,1.7187015801563337,moderate (-10 to 10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_14.hdf,17714,7,-9.992968559265137,0.7146844388167695,0.7037195563316345,0.013052782975137234,-0.010964882485134941,1.5342271203341695,moderate (-10 to 10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_15.hdf,7754,3,-10.00604248046875,0.7129877881421117,0.7029576897621155,0.01280029583722353,-0.010030098379996244,1.4067700102034648,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_16.hdf,2963,1,-10.030397415161133,0.7113636923139561,0.7332570552825928,0.0,0.021893362968636643,3.07766100592243,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_17.hdf,14436,7,-20.0589542388916,0.7097835060178463,0.7086507678031921,0.013992862775921822,-0.0011327382146542053,0.1595892557449376,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_18.hdf,5296,2,-19.985048294067383,0.7082185839393259,0.7121135592460632,0.010387837886810303,0.003894975306737325,0.5499679611727067,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_2.hdf,2778,1,24.99313735961914,0.7548365885416667,0.7648475170135498,0.0,0.010010928471883118,1.326237840593298,reference (23-27C),SoH 75-85%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_3.hdf,2747,1,25.00726318359375,0.7463287760416667,0.7547153234481812,0.0,0.008386547406514455,1.1237068267680252,reference (23-27C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_4.hdf,91592,7,24.982852935791016,0.7419434313013653,0.8240198493003845,0.0758725106716156,0.08207641799901921,11.062355233074516,reference (23-27C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_5.hdf,21622,7,40.007476806640625,0.7379457398665862,0.7215802073478699,0.030927618965506554,-0.016365532518716308,2.217714885334936,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_6.hdf,7124,3,40.00762939453125,0.7343070564228726,0.7709388136863708,0.05938006937503815,0.03663175726349821,4.98861572186809,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_7.hdf,3531,1,40.00922393798828,0.7309987356557687,0.7550414800643921,0.0,0.024042744408623418,3.28902681166131,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_8.hdf,21370,7,25.006458282470703,0.7279921322508176,0.7349058985710144,0.030590981245040894,0.006913766320196801,0.9497034396265669,reference (23-27C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-02_13.51.47_9.hdf,10276,5,24.995573043823242,0.7252586008935634,0.7226372957229614,0.021374646574258804,-0.002621305170601995,0.36143041494059985,reference (23-27C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_1.hdf,41543,7,-19.949647903442383,0.7066402807639388,0.6350558400154114,0.05396617203950882,-0.07158444074852743,10.13025193966278,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_10.hdf,2571,1,40.01136779785156,0.6871069259411435,0.7034844160079956,0.0,0.016377490066852074,2.383543150059143,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_11.hdf,5329,2,25.00503921508789,0.6838193195019874,0.7016654014587402,0.0541536808013916,0.017846081956752857,2.6097656863145984,reference (23-27C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_12.hdf,2504,1,25.010894775390625,0.6802032335069444,0.6831786632537842,0.0,0.0029754297468397306,0.4374324613982232,reference (23-27C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_13.hdf,2435,1,25.009899139404297,0.6748754340277778,0.6754941940307617,0.0,0.0006187600029838869,0.09168506835269082,reference (23-27C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_14.hdf,4776,2,-0.0022520774509757757,0.6748754340277778,0.7243168354034424,0.009249746799468994,0.04944140137566455,7.326004012412985,moderate (-10 to 10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_15.hdf,2263,1,-0.007069738581776619,0.6748754340277778,0.6918427348136902,0.0,0.016967300785912354,2.5141381550441766,moderate (-10 to 10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_16.hdf,2194,1,-0.006111803464591503,0.6748754340277778,0.6882070302963257,0.0,0.013331596268547852,1.9754158465929765,moderate (-10 to 10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_17.hdf,4893,2,-9.998462677001953,0.6748754340277778,0.7046315670013428,0.0004564523696899414,0.02975613297356494,4.409129666488969,moderate (-10 to 10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_18.hdf,2008,1,-10.034883499145508,0.6748754340277778,0.6917524337768555,0.0,0.016876999749077637,2.50075775441294,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_2.hdf,38322,7,25.00173568725586,0.7050199511772283,0.6791170835494995,0.018141141161322594,-0.025902867627728754,3.6740616466919356,reference (23-27C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_20.hdf,4855,2,-20.06513214111328,0.6748754340277778,0.7221751809120178,0.01975923776626587,0.04729974688423999,7.008663302788576,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_3.hdf,38468,7,39.9970703125,0.7033289498647382,0.6867265701293945,0.01554944459348917,-0.01660237973534362,2.3605426363491127,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_4.hdf,37916,7,9.99914836883545,0.701538631512012,0.6680485606193542,0.017355401068925858,-0.033490070892657764,4.773802808332492,moderate (-10 to 10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_5.hdf,37520,7,-0.010496579110622406,0.6996203508045935,0.6651884913444519,0.011413423344492912,-0.0344318594601416,4.9215062741590465,moderate (-10 to 10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_6.hdf,36766,7,-10.000455856323242,0.6975454624280264,0.6717372536659241,0.005308023188263178,-0.025808208762102325,3.69986046103271,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_7.hdf,35795,7,-20.031511306762695,0.6952853210678542,0.6494318246841431,0.05708886310458183,-0.04585349638371117,6.594917941498759,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_8.hdf,5718,2,40.012332916259766,0.6928112814096206,0.7193243503570557,0.013367563486099243,0.026513068947435103,3.8268818159962104,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/Report_Samsung_INR21700-50E_BT1_MCU7_2025-04-28_10.45.08_9.hdf,2673,1,40.01113510131836,0.690094698138869,0.7198472023010254,0.0,0.029752504162156357,4.31136541729657,extreme (<-10 or >10C),SoH < 75%
mcu7,mcu7/WLTC 2024-09-07 21.45.06 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,10236,5,24.98407745361328,0.9565529076543963,0.956744372844696,0.013149972073733807,0.0001914651902997777,0.020016163117341577,reference (23-27C),SoH > 85%
mcu7,mcu7/WLTC 2024-10-24 07.02.15 Pulse_Test_SamsungINR2170050E_Cell 7 Zelltester_1.hdf,10228,5,25.014175415039062,0.9522670105961288,0.9520918726921082,0.013251573778688908,-0.00017513790402068352,0.018391680282092877,reference (23-27C),SoH > 85%
